publication_title,publication_url,product_sku,product_price,product_category,product_city,product_zone,product_neighborhood,business_type,product_type,antiquity,stratum,isUsed,featured,longitude,latitude,privateArea,builtArea,rooms,bathrooms,garages,adminPrice
"Apartamento en Venta, SANTO DOMINGO DEL PRADO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-el-prado-1-habitaciones-1-banos-1-garajes/12499-M4870079,12499-M4870079,140000000,venta - Apartamento,Bucaramanga,Nororiente,EL PRADO,venta,Apartamento,Entre 10 y 20 años,4,true,"[""Citófonos"",""Tipo de cortinas ninguna"",""Parqueadero cubierto"",""Jacuzzi"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 1"",""Piso 9"",""Calentador gas"",""Tipo de cocina abierta"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Vista exterior"",""Area Terraza/Balcón 5 m²"",""Ascensor"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público""]",-73.11024,7.1228476,23,23,1,1,1,205000
"Apartamento en Venta, Comuneros, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-comuneros-3-habitaciones-2-banos-1-garajes/12693-M4579509,12693-M4579509,240000000,venta - Apartamento,Bucaramanga,Noroccidente,COMUNEROS,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Piso 6""]",-73.12813,7.1387534,68,68,3,2,1,null
"Casa en Venta, MESA DE LOS SANTOS, Bucaramanga",/inmueble/venta-casa-bucaramanga-mesa-de-los-santos-5-habitaciones-4-banos-4-garajes/10192-M3631127,10192-M3631127,800000000,venta - Casa,Bucaramanga,,MESA DE LOS SANTOS,venta,Casa,Entre 0 y 5 años,4,true,"[""Apto para niños"",""Citófonos"",""Comedor auxiliar"",""Tipo de cortinas ninguna"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Jacuzzi"",""Equipado / amoblado"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 4"",""Número de líneas teléfonicas 1"",""Calentador gas"",""Tipo de casa condominio"",""Tipo de cocina isla"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa mixta"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Jardín"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Esquinero"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Cancha(s) de fútbol"",""Cancha(s) de tennis"",""Gimnasio"",""Salón comunal"",""Sendero peatonal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",0,0,450,450,5,4,4,140000
"Apartamento en Venta, Cabecera, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-4-habitaciones-3-banos-2-garajes/MC4814696,MC4814696,650000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 10 y 20 años,6,true,"[""Características del parqueadero cubierto"",""Piso en baldosa"",""Vigilancia"",""Zona de lavandería"",""Piso 6"",""Tipo de parqueadero servidumbre"",""Ascensor"",""Portería"",""Salón comunal""]",-73.10824,7.119787,130,128,4,3,2,435000
"Casa en Venta, EL BOSQUE, Bucaramanga",/inmueble/venta-casa-bucaramanga-urbanizacion-quintas-del-palmar-3-habitaciones-3-banos-1-garajes/223-11149,223-11149,330000000,venta - Casa,Bucaramanga,Suroccidente,URBANIZACION QUINTAS DEL PALMAR,venta,Casa,Remodelado,4,true,"[""Estudio o biblioteca"",""Equipado / amoblado no"",""Tipo de casa tradicional"",""Tipo de parqueadero comunal"",""Vigilancia 24hrs""]",-73.110664,7.07802,86,86,3,3,1,219000
"Casa en Venta, La Salle, Bucaramanga",/inmueble/venta-casa-bucaramanga-la-salle-4-habitaciones-2-banos-1-garajes/223-11272,223-11272,400000000,venta - Casa,Bucaramanga,Suroccidente,LA SALLE,venta,Casa,Más de 20 años,4,true,"[""Estudio o biblioteca"",""Equipado / amoblado no"",""Tipo de casa tradicional"",""Tipo de parqueadero independiente"",""Vigilancia 24hrs""]",-73.11149,7.1021934,142,142,4,2,1,0
"Apartamento en Venta, El Tejar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-urbanizacian-balcan-del-tejar-3-habitaciones-2-banos-1-garajes/12693-M4642835,12693-M4642835,230000000,venta - Apartamento,Bucaramanga,Suroriente,URBANIZACIA¿N BALCA¿N DEL TEJAR,venta,Apartamento,Entre 10 y 20 años,4,true,"[""Piso 5""]",-73.10376,7.095187,82,82,3,2,1,246000
"Casa en Venta, la punta ruitoque, Bucaramanga",/inmueble/venta-casa-bucaramanga-la-punta-ruitoque-4-habitaciones-5-banos-3-garajes/16580-M4768856,16580-M4768856,2450000000,venta - Casa,Bucaramanga,,LA PUNTA RUITOQUE,venta,Casa,Entre 5 y 10 años,6,true,"[""Ancho 360 m"",""Apto para niños"",""Aire acondicionado"",""Calefacción"",""Citófonos"",""Tipo de cortinas persianas"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Fondo 360 m"",""Instalación de gas natural"",""Closets 4"",""Número de líneas teléfonicas 1"",""Se permite fumar"",""Calentador gas"",""Tipo de casa condominio"",""Tipo de cocina abierta"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area lote 651 m²"",""Area Terraza/Balcón 3 m²"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Jardín"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 0"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Sendero peatonal"",""Zona de BBQ"",""Zona para niños"",""Cerca parques"",""Cerca supermercados"",""Sobre vía secundaria""]",0,0,340,360,4,5,3,500000
"Apartamento en Venta, ALTOS DE CABECERA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-4-habitaciones-4-banos-2-garajes/16580-M4768742,16580-M4768742,780000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 5 y 10 años,6,true,"[""Apto para niños"",""Tipo de cortinas persianas"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Jacuzzi"",""Sauna / turco"",""Instalación de gas natural"",""Closets 3"",""Piso 15"",""Se permite fumar"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 4 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10862,7.1223207,160,169.27,4,4,2,350000
"Apartamento en Venta, SAN ALONSO   Noroccidente, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-alonso-3-habitaciones-2-banos-1-garajes/MC2660562,MC2660562,395000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN ALONSO,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Baño auxiliar"",""Características del parqueadero cubierto"",""Aire acondicionado"",""Citófonos"",""Cocina tipo americano"",""Cocina integral"",""Estudio o biblioteca"",""Jacuzzi"",""Equipado / amoblado"",""Piso en porcelanato"",""Sauna / turco"",""Vigilancia"",""Zona de lavandería"",""Piso 8"",""Tipo de parqueadero propio"",""Ascensor"",""Depósito o cuarto útil"",""Parqueadero visitantes"",""Piscina"",""Conjunto cerrado"",""Portería"",""Salón comunal"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Ubicado en edificio"",""Zona campestre"",""Zona comercial"",""Zona residencial""]",-73.11523,7.1293497,85,85,3,2,1,300000
"Apartamento en Venta, palomitas  urbanizacion parque san agustin, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-conjunto-residencial-parque-san-agustin-3-habitaciones-2-banos-1-garajes/223-8672,223-8672,175000000,venta - Apartamento,Bucaramanga,Suroccidente,CONJUNTO RESIDENCIAL PARQUE SAN AGUSTIN,venta,Apartamento,Entre 10 y 20 años,0,true,"[""Equipado / amoblado no"",""Piso 4"",""Tipo de comedor sala comedor"",""Tipo de parqueadero independiente"",""Vigilancia 24hrs""]",-73.11335,7.0752344,74,74,3,2,1,135000
"Apartamento en Venta, santa lucia, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-santa-lucia-2-habitaciones-2-banos-1-garajes/223-M2995412,223-M2995412,160000000,venta - Apartamento,Bucaramanga,Suroriente,SANTA LUCIA,venta,Apartamento,Entre 5 y 10 años,0,true,"[""Piso 3"",""Tipo de parqueadero propio"",""Vista interior"",""Conjunto cerrado""]",-73.099464,7.06898,52,52,2,2,1,114000
"Apartamento en Venta, Pan De Azucar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-pan-de-azucar-2-habitaciones-1-garajes/16493-M4884721,16493-M4884721,508000000,venta - Apartamento,Bucaramanga,Nororiente,PAN DE AZUCAR,venta,Apartamento,Entre 0 y 5 años,6,true,[],-73.103,7.114,83,83,2,0,1,null
"Casa en Venta, Antiguo Campestre, Bucaramanga",/inmueble/venta-casa-bucaramanga-campestre-5-habitaciones-3-banos/314-M4818436,314-M4818436,1100000000,venta - Casa,Bucaramanga,Centro,CAMPESTRE,venta,Casa,Más de 20 años,6,true,"[""Cuarto de servicio"",""Instalación de gas ninguno"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo acabado de piso otro"",""Tipo de piso en alcobas otro"",""Tipo de piso en comedor otro"",""Tipo de piso en estudio otro"",""Tipo de piso en sala otro"",""Area Terraza/Balcón 1.0 m²"",""Terraza/Balcón balcón"",""Vigilancia 0""]",-73.111,7.113,342,342,5,3,0,null
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-2-habitaciones-2-banos-1-garajes/12693-M4579521,12693-M4579521,215000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Baño auxiliar"",""Calefacción"",""Citófonos"",""Cocina integral"",""Comedor auxiliar"",""Jacuzzi"",""Vigilancia"",""Zona de lavandería"",""Piso 7"",""Ascensor"",""Baños de servicio"",""Circuito cerrado de TV"",""Parqueadero visitantes"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Portería"",""Terraza/Balcón balcón"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Zona residencial""]",-73.12492,7.1276007,58,58,2,2,1,189000
"Apartamento en Venta, BOLIVAR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bolivar-3-habitaciones-2-banos-1-garajes/11295-M4815416,11295-M4815416,410000000,venta - Apartamento,Bucaramanga,Centro,BOLIVAR,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Parqueadero cubierto"",""Piso 1"",""Tipo de parqueadero propio"",""Vista exterior"",""Conjunto cerrado""]",-73.1185,7.118821,75.81,75.81,3,2,1,250000
"Apartamento en Venta, CABECERA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-hato-3-habitaciones-2-banos/223-11470,223-11470,350000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL HATO,venta,Apartamento,Más de 20 años,6,true,"[""Equipado / amoblado no"",""Piso 1"",""Tipo de comedor sala comedor"",""Tipo de parqueadero independiente"",""Vigilancia 24hrs""]",-73.10861,7.1149817,132,132,3,2,0,385000
"Apartamento en Venta, CABECERA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-hato-3-habitaciones-2-banos/223-11453,223-11453,350000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL HATO,venta,Apartamento,Remodelado,6,true,"[""Equipado / amoblado no"",""Piso 8"",""Tipo de comedor sala comedor"",""Tipo de parqueadero independiente"",""Vigilancia 24hrs""]",-73.10862,7.1146235,132,132,3,2,0,385000
"Apartamento en Venta, Mejoras Públicas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-2-habitaciones-2-banos-1-garajes/223-11457,223-11457,280000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Equipado / amoblado no"",""Piso 7"",""Tipo de comedor sala comedor"",""Tipo de parqueadero propio"",""Vigilancia 24hrs""]",-73.115456,7.123226,64,67,2,2,1,265000
"Casa en Venta, La Victoria, Bucaramanga",/inmueble/venta-casa-bucaramanga-la-victoria-5-habitaciones-4-banos-1-garajes/223-11297,223-11297,720000000,venta - Casa,Bucaramanga,Occidente,LA VICTORIA,venta,Casa,Remodelado,4,true,"[""Estudio o biblioteca"",""Equipado / amoblado no"",""Tipo de casa tradicional"",""Tipo de parqueadero propio"",""Vigilancia 0""]",-73.117516,7.100829,247,247,5,4,1,0
"Casa en Venta, Altos de pan de azucar, Bucaramanga",/inmueble/venta-casa-bucaramanga-pan-de-azucar-5-habitaciones-5-banos-2-garajes/223-11702,223-11702,1250000,venta - Casa,Bucaramanga,Nororiente,Pan De Azucar,venta,Casa,Remodelado,6,true,"[""Estudio o biblioteca"",""Equipado / amoblado no"",""Tipo de casa tradicional"",""Tipo de parqueadero independiente"",""Vigilancia 0""]",-73.103004,7.114374,400,400,5,5,2,0
"Casa en Venta, Altos de pan de azucar, Bucaramanga",/inmueble/venta-casa-bucaramanga-pan-de-azucar-5-habitaciones-3-banos-1-garajes/223-11703,223-11703,700000000,venta - Casa,Bucaramanga,Nororiente,Pan De Azucar,venta,Casa,Entre 0 y 5 años,6,true,"[""Estudio o biblioteca"",""Equipado / amoblado no"",""Tipo de casa tradicional"",""Tipo de parqueadero independiente"",""Vigilancia 0""]",-73.10261,7.1181703,250,250,5,3,1,0
"Apartamento en Venta, EL PRADO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-el-prado-5-habitaciones-3-banos/883-M3144844,883-M3144844,500000000,venta - Apartamento,Bucaramanga,Nororiente,EL PRADO,venta,Apartamento,Más de 20 años,4,true,"[""Cuarto de servicio"",""Equipado / amoblado"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 4"",""Piso 2"",""Calentador gas"",""Tipo de cocina lineal"",""Tipo de comedor comedor independiente"",""Tipo de estufa gas"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area Terraza/Balcón 2 m²"",""Número de Ascensores 0"",""Terraza/Balcón balcón"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10811,7.1235538,159.34,159.34,5,3,0,0
"Apartamento en Venta, SOTOMAYOR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bolarqui-2-habitaciones-2-banos-1-garajes/223-M3810379,223-M3810379,400000000,venta - Apartamento,Bucaramanga,Centro,Bolarqui,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Aire acondicionado"",""Citófonos"",""Sauna / turco"",""Instalación de gas natural"",""Piso 15"",""Tipo de comedor sala comedor"",""Deposito 3"",""Tipo de parqueadero independiente"",""Ascensor"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 4"",""Terraza/Balcón ninguno"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Cerca centros comerciales"",""Cerca parques"",""Cerca transporte público""]",-73.114685,7.1108837,65,70,2,2,1,166000
"Apartamento en Venta, ALVAREZ, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-venado-de-oro-3-habitaciones-2-banos-1-garajes/223-M3872824,223-M3872824,265000000,venta - Apartamento,Bucaramanga,Nororiente,Venado De Oro,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Tipo de cortinas persianas"",""Sauna / turco"",""Instalación de gas natural"",""Piso 20"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de parqueadero independiente"",""Vista interior"",""Area Terraza/Balcón 2 m²"",""Ascensor"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 4"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Zonas verdes""]",-73.10673,7.130387,67.35,67.35,3,2,1,190000
"Apartamento en Venta, Mejoras Publicas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-3-habitaciones-3-banos-1-garajes/314-M4131553,314-M4131553,290000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Más de 20 años,4,true,"[""Aire acondicionado"",""Estudio o biblioteca"",""Instalación de gas ninguno"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo acabado de piso otro"",""Tipo de piso en alcobas otro"",""Tipo de piso en comedor otro"",""Tipo de piso en estudio otro"",""Tipo de piso en sala otro"",""Conjunto cerrado"",""Vigilancia 0""]",-73.117,7.12,124,124,3,3,1,96000
"Casa en Venta, Sotomayor, Bucaramanga",/inmueble/venta-casa-bucaramanga-nuevo-soto-mayor-4-habitaciones-2-banos/314-M4131768,314-M4131768,2200000000,venta - Casa,Bucaramanga,Centro,NUEVO SOTO MAYOR,venta,Casa,Más de 20 años,4,true,[],-73.119,7.115,484,484,4,2,0,null
"Apartamento en Venta, MOLINOS ALTOS, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-molinos-altos-3-habitaciones-3-banos-1-garajes/11295-M4301914,11295-M4301914,265000000,venta - Apartamento,Bucaramanga,,MOLINOS ALTOS,venta,Apartamento,Más de 20 años,4,true,"[""Piso 5"",""Vista interior"",""Conjunto cerrado""]",0,0,108,108,3,3,1,395100
"Apartamento en Venta, EDIFICIO SANTA KTALINA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-sotomayor-3-habitaciones-2-banos-1-garajes/14813-M4824630,14813-M4824630,480000000,venta - Apartamento,Bucaramanga,Centro,SOTOMAYOR,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Apto para niños"",""Aire acondicionado"",""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Equipado / amoblado"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 1"",""Se permite fumar"",""Calentador gas"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista interior"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 2"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11322,7.1180205,96,96,3,2,1,575000
"Apartamento en Venta, Caldas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-caldas-5-habitaciones-3-banos/223-11478,223-11478,198000000,venta - Apartamento,Bucaramanga,Suroriente,CALDAS,venta,Apartamento,Entre 10 y 20 años,2,true,"[""Equipado / amoblado no"",""Piso 2"",""Tipo de comedor sala comedor"",""Tipo de parqueadero servidumbre"",""Vigilancia 0""]",-73.105286,7.0942426,140,120,5,3,0,0
"Apartamento en Venta, Cabecera, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-hato-3-habitaciones-2-banos-1-garajes/223-11503,223-11503,430000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL HATO,venta,Apartamento,Entre 5 y 10 años,6,true,"[""Equipado / amoblado no"",""Piso 4"",""Tipo de comedor sala comedor"",""Tipo de parqueadero independiente"",""Vigilancia 24hrs""]",-73.1083,7.1194286,100,100,3,2,1,320000
