publication_title,publication_url,product_sku,product_price,product_category,product_city,product_zone,product_neighborhood,business_type,product_type,antiquity,stratum,isUsed,featured,longitude,latitude,privateArea,builtArea,rooms,bathrooms,garages,adminPrice
"Apartamento en Venta, Girardot, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-girardot-2-habitaciones-1-banos/12693-M4751826,12693-M4751826,130000000,venta - Apartamento,Bucaramanga,Occidente,GIRARDOT,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Piso 10""]",-73.13531,7.1205735,43,43,2,1,0,150000
"Apartamento en Venta, La Floresta, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-la-floresta-3-habitaciones-2-banos-1-garajes/12693-M4890509,12693-M4890509,270000000,venta - Apartamento,Bucaramanga,Nororiente,LA FLORESTA,venta,Apartamento,Entre 10 y 20 años,4,true,"[""Piso 3""]",-73.10659,7.107211,82,82,3,2,1,466000
"Apartamento en Venta, Provenza, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-c-san-lorenzo-de-provenza-i-3-habitaciones-2-banos-1-garajes/12693-M4890457,12693-M4890457,295000000,venta - Apartamento,Bucaramanga,Suroccidente,C  SAN LORENZO DE PROVENZA I,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Piso 12""]",-73.11823,7.0847573,68,68,3,2,1,165000
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-2-habitaciones-1-banos-1-garajes/12693-M4890658,12693-M4890658,189000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 8""]",-73.12694,7.1289854,46,46,2,1,1,196000
"Apartamento en Venta, Modelo, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-modelo-3-habitaciones-2-banos-1-garajes/12693-M4890176,12693-M4890176,220000000,venta - Apartamento,Bucaramanga,Noroccidente,MODELO,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Piso 13""]",-73.12832,7.1351976,62,62,3,2,1,170000
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-3-habitaciones-2-banos-1-garajes/12693-M4890181,12693-M4890181,310000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 7""]",-73.12133,7.1307034,72,72,3,2,1,280000
"Apartamento en Venta, Alvarez, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-alvarez-las-americas-3-habitaciones-2-banos-1-garajes/12693-M4890155,12693-M4890155,330000000,venta - Apartamento,Bucaramanga,,ALVAREZ LAS AMERICAS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 18""]",-73.10745,7.130002,96,96,3,2,1,330000
"Apartamento en Venta, Angelinos, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ciudad-venecia-3-habitaciones-2-banos-1-garajes/12693-M4890384,12693-M4890384,210000000,venta - Apartamento,Bucaramanga,Suroccidente,CIUDAD VENECIA,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Piso 14""]",-73.12334,7.0904884,53,53,3,2,1,125000
"Apartamento en Venta, Angelinos, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ciudad-venecia-3-habitaciones-2-banos-1-garajes/12693-M4890386,12693-M4890386,168000000,venta - Apartamento,Bucaramanga,Suroccidente,CIUDAD VENECIA,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Piso 8""]",-73.12334,7.0904884,53,53,3,2,1,125000
"Apartamento en Venta, Garcia Rovira, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-garcia-rovira-2-habitaciones-2-banos-1-garajes/12693-M4890355,12693-M4890355,175000000,venta - Apartamento,Bucaramanga,Centro,GARCIA ROVIRA,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Piso 9""]",-73.12676,7.1150074,58,58,2,2,1,147000
"Apartamento en Venta, Alvarez, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-venado-de-oro-3-habitaciones-2-banos-1-garajes/12693-M4890545,12693-M4890545,290000000,venta - Apartamento,Bucaramanga,Nororiente,VENADO DE ORO,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Piso 19""]",-73.10681,7.1296644,80,80,3,2,1,242000
"Apartamento en Venta, Mejoras Publicas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-2-habitaciones-2-banos-1-garajes/12693-M4890533,12693-M4890533,440000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Entre 10 y 20 años,4,true,"[""Piso 5""]",-73.11554,7.1237173,84,84,2,2,1,287000
"Apartamento en Venta, Antonia Santos Centro, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-antonia-santos-centro-2-habitaciones-2-banos-1-garajes/12693-M4890376,12693-M4890376,270000000,venta - Apartamento,Bucaramanga,Centro,ANTONIA SANTOS CENTRO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 12""]",-73.12012,7.1204567,67,67,2,2,1,280000
"Apartamento en Venta, Chapinero, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bosque-norte-3-habitaciones-2-banos-1-garajes/12693-M4776573,12693-M4776573,165000000,venta - Apartamento,Bucaramanga,Noroccidente,BOSQUE NORTE,venta,Apartamento,Entre 10 y 20 años,2,true,"[""Piso 21""]",-73.132355,7.141595,60,60,3,2,1,164000
"Apartamento en Venta, Chapinero, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bosque-norte-3-habitaciones-2-banos-1-garajes/12693-M4751870,12693-M4751870,165000000,venta - Apartamento,Bucaramanga,Noroccidente,BOSQUE NORTE,venta,Apartamento,Entre 10 y 20 años,3,true,"[""Piso 9""]",-73.132355,7.141595,60,60,3,2,1,164000
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-3-habitaciones-2-banos-1-garajes/12693-M4890307,12693-M4890307,250000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 12""]",-73.124725,7.127708,76,76,3,2,1,308000
"Apartamento en Venta, Provenza, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-provenza-3-habitaciones-2-banos-1-garajes/12693-M4890140,12693-M4890140,270000000,venta - Apartamento,Bucaramanga,Suroccidente,PROVENZA,venta,Apartamento,Más de 20 años,4,true,"[""Piso 3""]",-73.11391,7.0848556,105,105,3,2,1,120000
"Apartamento en Venta, Cabecera Del Llano, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-3-banos-2-garajes/12693-M4890565,12693-M4890565,480000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Más de 20 años,6,true,"[""Piso 4""]",-73.10714,7.1213737,140,140,3,3,2,875000
"Apartamento en Venta, El Porvenir, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-el-porvenir-2-habitaciones-1-banos-1-garajes/12693-M4890185,12693-M4890185,120000000,venta - Apartamento,Bucaramanga,,EL PORVENIR,venta,Apartamento,Entre 10 y 20 años,3,true,"[""Piso 4""]",-73.130295,7.0783386,50,50,2,1,1,79000
"Apartamento en Venta, Pan De Azucar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-pan-de-azucar-3-habitaciones-2-banos-1-garajes/12693-M4890419,12693-M4890419,640000000,venta - Apartamento,Bucaramanga,Nororiente,PAN DE AZUCAR,venta,Apartamento,Entre 0 y 5 años,5,true,"[""Piso 14""]",-73.10284,7.1148295,99,99,3,2,1,710000
"Apartamento en Venta, Alvarez, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-alvarez-las-americas-3-habitaciones-2-banos-1-garajes/12693-M4890156,12693-M4890156,260000000,venta - Apartamento,Bucaramanga,,ALVAREZ LAS AMERICAS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 17""]",-73.10745,7.130002,73,73,3,2,1,280000
"Apartamento en Venta, Garcia Rovira, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-garcia-rovira-3-habitaciones-2-banos-1-garajes/12693-M4890354,12693-M4890354,200000000,venta - Apartamento,Bucaramanga,Centro,GARCIA ROVIRA,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Piso 10""]",-73.12676,7.1150074,64,64,3,2,1,168000
"Apartamento en Venta, Antonia Santos Centro, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-antonia-santos-centro-3-habitaciones-2-banos-1-garajes/12693-M4890374,12693-M4890374,280000000,venta - Apartamento,Bucaramanga,Centro,ANTONIA SANTOS CENTRO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 13""]",-73.12012,7.1204567,75,75,3,2,1,310000
"Apartamento en Venta, Bolarqui, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bolarqui-2-habitaciones-2-banos-1-garajes/12693-M4890406,12693-M4890406,300000000,venta - Apartamento,Bucaramanga,Centro,BOLARQUI,venta,Apartamento,Entre 5 y 10 años,5,true,"[""Piso 8""]",-73.11358,7.1109138,60,60,2,2,1,260000
"Apartamento en Venta, Provenza, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-c-san-lorenzo-de-provenza-i-3-habitaciones-2-banos-1-garajes/12693-M4890460,12693-M4890460,280000000,venta - Apartamento,Bucaramanga,Suroccidente,C  SAN LORENZO DE PROVENZA I,venta,Apartamento,Entre 0 y 5 años,4,true,[],-73.11823,7.0847573,68,68,3,2,1,165000
"Apartamento en Venta, Angelinos, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ciudad-venecia-3-habitaciones-2-banos-1-garajes/12693-M4890382,12693-M4890382,210000000,venta - Apartamento,Bucaramanga,Suroccidente,CIUDAD VENECIA,venta,Apartamento,Entre 0 y 5 años,3,true,[],-73.12334,7.0904884,53,53,3,2,1,125000
"Apartamento en Venta, Bolivar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-centro-3-habitaciones-2-banos-1-garajes/12693-M4890295,12693-M4890295,320000000,venta - Apartamento,Bucaramanga,Centro,CENTRO,venta,Apartamento,Entre 0 y 5 años,3,true,[],-73.12185,7.11801,77,77,3,2,1,null
"Apartamento en Venta, ALTOS DE CABECERA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-3-banos-1-garajes/16580-M4706958,16580-M4706958,460000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 10 y 20 años,6,true,"[""Apto para niños"",""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Puerta seguridad"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 9"",""Calentador gas"",""Tipo de cocina otra"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 3 m²"",""Ascensor"",""Circuito cerrado de TV"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.1073,7.1137834,102,115,3,3,1,560000
"Apartamento en Venta, Pan De Azucar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-centro-2-habitaciones-2-banos-1-garajes/15916-M4775083,15916-M4775083,531700000,venta - Apartamento,Bucaramanga,Nororiente,CENTRO,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Baño auxiliar"",""Cocina tipo americano"",""Parqueadero cubierto"",""Vigilancia"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 2"",""Piso 9"",""Calentador no tiene"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Vista exterior"",""Area Terraza/Balcón 6 m²"",""Baños de servicio"",""Circuito cerrado de TV"",""Parqueadero visitantes"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Portería"",""Terraza/Balcón balcón"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Zona campestre"",""Zona comercial"",""Zona residencial""]",-73.12274,7.119349,83,83,2,2,1,500000
"Apartamento en Venta, MONTEREDONDO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-monteredondo-1-habitaciones-1-banos/16554-M4774016,16554-M4774016,105000000,venta - Apartamento,Bucaramanga,Occidente,MONTEREDONDO,venta,Apartamento,Entre 10 y 20 años,3,true,"[""Citófonos"",""Instalación de gas natural"",""Closets 1"",""Piso 4"",""Tipo de comedor sala comedor"",""Tipo de estufa gas"",""Tipo acabado de piso cerámica"",""Vista exterior"",""Cerca transporte público""]",-73.13183,7.094821,33,33,1,1,0,0
"Apartamento en Venta, MEJORAS PUBLICAS, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-3-habitaciones-2-banos-1-garajes/MC4307760,MC4307760,290000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Remodelado,4,true,"[""Baño auxiliar"",""Características del parqueadero cubierto"",""Citófonos"",""Cocina integral"",""Estudio o biblioteca"",""Vigilancia"",""Zona de lavandería"",""Piso 5"",""Tipo de parqueadero propio"",""Con terraza"",""Portería"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Ubicado en edificio"",""Zona residencial""]",-73.11445,7.121146,100,100,3,2,1,400000
"Apartamento en Venta, Comuneros, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-comuneros-3-habitaciones-2-banos-1-garajes/MC2452171,MC2452171,240000000,venta - Apartamento,Bucaramanga,Noroccidente,COMUNEROS,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Baño auxiliar"",""Características del parqueadero cubierto"",""Cocina integral"",""Piso en porcelanato"",""Zona de lavandería"",""Piso 1"",""Tipo de parqueadero comunal"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Ubicado en edificio"",""Zona comercial"",""Zona residencial""]",-73.1292,7.137088,74,74,3,2,1,30000
"Apartamento en Venta, ALARCON, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-granada-3-habitaciones-2-banos-1-garajes/16508-M4874339,16508-M4874339,230000000,venta - Apartamento,Bucaramanga,Noroccidente,GRANADA,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Citófonos"",""Tipo de cortinas ninguna"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 2"",""Piso 6"",""Calentador gas"",""Tipo de cocina en l"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa electrica"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista interior"",""Area Terraza/Balcón 8 m²"",""Ascensor"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.1251,7.1241517,78,82,3,2,1,160000
"Casa en Venta, CIUDAD VENECIA, Bucaramanga",/inmueble/venta-casa-bucaramanga-ciudad-3-habitaciones-3-banos-1-garajes/5066-1601060,5066-1601060,320000000,venta - Casa,Bucaramanga,Suroccidente,Ciudad,venta,Casa,Entre 5 y 10 años,3,true,"[""Apto para niños"",""Cocina integral"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Piso en porcelanato"",""Puerta seguridad"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Número de líneas teléfonicas 0"",""Se permite fumar"",""Calentador no tiene"",""Tipo de casa tradicional"",""Tipo de cocina gas"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area Terraza/Balcón 2 m²"",""Jardín"",""Con terraza"",""Número de Ascensores 0"",""Terraza/Balcón balcón"",""Vigilancia 0"",""Zonas verdes"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.12331,7.0882897,123,123,3,3,1,0
"Casa en Venta, Galan, Bucaramanga",/inmueble/venta-casa-bucaramanga-galan-5-habitaciones-4-banos/16804-M4831519,16804-M4831519,490000000,venta - Casa,Bucaramanga,Nororiente,GALAN,venta,Casa,Más de 20 años,4,true,"[""Area lote 150.00 m²""]",-73.111824,7.1295753,156,156,5,4,0,null
"Apartamento en Venta, SOTOMAYOR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bolarqui-3-habitaciones-3-banos-2-garajes/16580-M4768814,16580-M4768814,890000000,venta - Apartamento,Bucaramanga,Centro,BOLARQUI,venta,Apartamento,Entre 5 y 10 años,5,true,"[""Apto para niños"",""Citófonos"",""Tipo de cortinas persianas"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Sauna / turco"",""Instalación de gas natural"",""Closets 3"",""Piso 18"",""Se permite fumar"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 3 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11256,7.110431,150,160,3,3,2,688000
"Apartamento en Venta, MEJORAS PUBLICAS, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-3-habitaciones-2-banos-1-garajes/16508-M4870739,16508-M4870739,455000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Apto para niños"",""Citófonos"",""Tipo de cortinas ninguna"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 11"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Vista exterior"",""Area Terraza/Balcón 4 m²"",""Ascensor"",""Acceso para discapacitados"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11519,7.1231904,76,80,3,2,1,250000
"Apartamento en Venta, CABECERA DEL LLANO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-5-habitaciones-5-banos-2-garajes/223-11735,223-11735,990000000,venta - Apartamento,Bucaramanga,Nororiente,Cabecera Del Llano,venta,Apartamento,Remodelado,6,true,"[""Equipado / amoblado no"",""Piso 18"",""Tipo de comedor comedor independiente"",""Tipo de parqueadero independiente"",""Vigilancia 24hrs""]",-73.10819,7.1202974,257,240,5,5,2,735000
"Apartamento en Venta, Alarcon, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-alarcan-4-habitaciones-4-banos-1-garajes/223-11761,223-11761,350000000,venta - Apartamento,Bucaramanga,Noroccidente,AlarcA³n,venta,Apartamento,Remodelado,4,true,"[""Equipado / amoblado no"",""Piso 5"",""Tipo de comedor sala comedor"",""Tipo de parqueadero independiente"",""Vigilancia 0""]",-73.1202,7.1273184,140,150,4,4,1,150000
"Casa en Venta, ASTURIAS 2, Bucaramanga",/inmueble/venta-casa-bucaramanga-asturias-5-habitaciones-4-banos-1-garajes/223-10003,223-10003,450000000,venta - Casa,Bucaramanga,Suroriente,ASTURIAS,venta,Casa,Entre 10 y 20 años,4,true,"[""Estudio o biblioteca"",""Equipado / amoblado no"",""Tipo de casa tradicional"",""Tipo de parqueadero independiente"",""Vigilancia 0""]",-73.10809,7.0891685,220,220,5,4,1,0
"Apartamento en Venta, LA AURORA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-la-aurora-2-habitaciones-2-banos/12499-3513,12499-3513,195000000,venta - Apartamento,Bucaramanga,Centro,LA AURORA,venta,Apartamento,Entre 10 y 20 año,4,true,"[""Piso 1""]",-73.11566,7.128307,59,59,2,2,0,90000
"Apartamento en Venta, SAN FRANCISCO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-2-habitaciones-2-banos-1-garajes/16576-M4819367,16576-M4819367,185000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Citófonos"",""Parqueadero cubierto"",""Instalación de gas natural"",""Closets 2"",""Piso 8"",""Calentador gas"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo de estufa gas"",""Tipo de parqueadero comunal"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en sala cerámica"",""Vista interior"",""Area Terraza/Balcón 3 m²"",""Ascensor"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.12066,7.134544,50,57,2,2,1,136000
"Casa en Venta, ALTOS DE CABECERA, Bucaramanga",/inmueble/venta-casa-bucaramanga-cabecera-del-hato-5-habitaciones-5-banos-2-garajes/223-M3594478,223-M3594478,1300000000,venta - Casa,Bucaramanga,Nororiente,CABECERA DEL HATO,venta,Casa,Más de 20 años,6,true,"[""Zona de lavandería"",""Tipo de casa tradicional"",""Tipo de parqueadero independiente"",""Area lote 221 m²"",""Vigilancia 0""]",-73.10759,7.122902,420,221,5,5,2,0
"Casa en Venta, VILLA INES, Bucaramanga",/inmueble/venta-casa-bucaramanga-villa-ines-5-habitaciones-3-banos/223-M3392349,223-M3392349,320000000,venta - Casa,Bucaramanga,Suroriente,VILLA INES,venta,Casa,Más de 20 años,3,true,"[""Instalación de gas natural"",""Tipo de casa tradicional"",""Tipo de cocina lineal"",""Tipo de comedor comedor independiente"",""Deposito 0"",""Vista exterior"",""Area lote 133 m²"",""Area Terraza/Balcón 10 m²"",""Terraza/Balcón terraza""]",-73.10561,7.089593,133,133,5,3,0,0
"Apartamento en Venta, SAN FRANCISCO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-granada-3-habitaciones-2-banos-1-garajes/11295-M4412661,11295-M4412661,214000000,venta - Apartamento,Bucaramanga,Noroccidente,GRANADA,venta,Apartamento,Entre 5 y 10 años,2,true,"[""Parqueadero cubierto"",""Zona de lavandería"",""Piso 12"",""Vista exterior"",""Conjunto cerrado""]",-73.126305,7.1250844,63,63,3,2,1,0
"Casa en Venta, Cabecera Del Llano, Bucaramanga",/inmueble/venta-casa-bucaramanga-cabecera-del-llano-3-habitaciones-4-banos-2-garajes/314-M4815835,314-M4815835,850000000,venta - Casa,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Casa,Más de 20 años,6,true,"[""Calefacción"",""Cuarto de servicio"",""Estudio o biblioteca"",""Instalación de gas ninguno"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo acabado de piso otro"",""Tipo de piso en alcobas otro"",""Tipo de piso en comedor otro"",""Tipo de piso en estudio otro"",""Tipo de piso en sala otro"",""Area Terraza/Balcón 1.0 m²"",""Jardín"",""Terraza/Balcón balcón"",""Vigilancia 0""]",-73.108,7.117,214,214,3,4,2,null
"Apartamento en Venta, SAN ALONSO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-alonso-3-habitaciones-2-banos-1-garajes/16580-M4775472,16580-M4775472,320000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN ALONSO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Apto para niños"",""Citófonos"",""Parqueadero cubierto"",""Instalación de gas natural"",""Closets 3"",""Piso 12"",""Se permite fumar"",""Calentador gas"",""Tipo de cocina isla"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area Terraza/Balcón 2 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11614,7.1312895,77,80,3,2,1,320000
"Apartamento en Venta, SAN ALONSO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-alonso-1-habitaciones-2-banos-1-garajes/11295-M4702521,11295-M4702521,207000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN ALONSO,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Zona de lavandería"",""Piso 21"",""Vista exterior"",""Conjunto cerrado""]",-73.11699,7.1301064,44,44,1,2,1,207000000
"Apartamento en Venta, CALDAS, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-caldas-1-habitaciones-1-banos/16554-M4867051,16554-M4867051,65000000,venta - Apartamento,Bucaramanga,Suroriente,CALDAS,venta,Apartamento,Entre 10 y 20 años,2,true,"[""Tipo de cortinas ninguna"",""Zona de lavandería"",""Closets 1"",""Piso 2"",""Calentador no tiene"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Vista interior"",""Número de Ascensores 0"",""Terraza/Balcón ninguno""]",-73.10274,7.091496,30,30,1,1,0,0
